,p=1,p=2,p=3,p=4,p=5,p=6,p=7
Portfolio_01,0.0089,0.0109,0.0988,0.1567,0.1622,0.17,0.1696
Portfolio_02,0.0124,0.0423,0.0456,0.045,0.0529,0.0602,0.0663
Portfolio_03,0.0194,0.0217,0.0216,0.0358,0.0447,0.0623,0.1462
Portfolio_04,0.0124,0.0314,0.0605,0.0766,0.1007,0.1392,0.1923
Portfolio_05,0.0095,0.0108,0.0056,0.0027,0.0196,0.0202,0.0483
