,p=1,p=2,p=3,p=4,p=5,p=6,p=7
Portfolio_01,0.2690959582088921,0.22831728223372816,0.15604041425781334,0.13604548794975324,0.12898080910141374,0.1248220768010736,0.11881946955105249
Portfolio_02,0.27263458876145796,0.09627103062565634,0.08614767426751369,0.08343044096267027,0.07806553368950153,0.07503457174706363,0.07424938440855566
Portfolio_03,0.15620792667953387,0.11690146657416245,0.08924551268892067,0.0689341591715581,0.06713255884035463,0.06430874908658812,0.051434763379419546
Portfolio_04,0.227460034245083,0.16008482055538964,0.12554449198630513,0.11348954435294656,0.10288987932564897,0.09723092970558822,0.08773847518329225
Portfolio_05,0.18349968316067844,0.1427105196429428,0.11310880111640309,0.08969120641094674,0.07681696996814313,0.07370831224984387,0.06410147175625924
