,p=1,p=2,p=3,p=4,p=5,p=6,p=7
Portfolio_01,0.8768252449420407,0.7025177775968409,0.6321925661559258,0.5713439421215962,0.5640401304269009,0.5434187075081518,0.42612361415828115
Portfolio_02,0.7655659399600521,0.5668485850633873,0.5197523489306889,0.5051550377578314,0.5035667356611083,0.505740973629254,0.47184320758423015
Portfolio_03,0.7495091562267198,0.5884797515918482,0.5839834295139983,0.48171451429405143,0.4887192059537123,0.48938066605825414,0.49402067207081923
Portfolio_04,0.831447494336324,0.6315309354712303,0.6004081348709787,0.6138731557046738,0.6182052366456745,0.6065802537473347,0.5655556723693564
Portfolio_05,0.8268500496440236,0.6660679702233109,0.5258076583080111,0.40789141164164167,0.4083144044478094,0.41655486006734266,0.41749774421825026
