,p=1,p=2,p=3,p=4,p=5,p=6,p=7
Portfolio_01,0.0003,0.0003,0.0003,0.0,0.0005,0.0002,0.0007
Portfolio_02,0.0013,0.002,0.0013,0.0014,0.0012,0.0021,0.0019
Portfolio_03,0.001,0.0009,0.0018,0.0024,0.0022,0.0027,0.0026
Portfolio_04,0.0001,0.0003,0.0002,0.0002,0.0002,0.0003,0.001
Portfolio_05,0.0008,0.0013,0.0018,0.0022,0.0026,0.0021,0.0021
