,p=1,p=2,p=3,p=4,p=5,p=6,p=7
Portfolio_01,0.0169,0.0967,0.1511,0.223,0.2916,0.3427,0.3594
Portfolio_02,0.0059,0.0095,0.0614,0.0915,0.1015,0.1452,0.1795
Portfolio_03,0.0066,0.0497,0.0628,0.092,0.1131,0.1543,0.1579
Portfolio_04,0.0057,0.0367,0.0784,0.1337,0.1801,0.2449,0.2921
Portfolio_05,0.0128,0.0428,0.1368,0.2215,0.2938,0.3266,0.3309
