,p=1,p=2,p=3,p=4,p=5,p=6,p=7
Portfolio_01,0.24257938285016256,0.11444505188697107,0.09270153215990451,0.0653073258462602,0.05517607085928167,0.050117972331105376,0.04272960486803634
Portfolio_02,0.15576516980113064,0.11438982928914165,0.07994103092592797,0.06030785696957486,0.06022894376655097,0.05334661855826961,0.054089734869223416
Portfolio_03,0.23238184756888647,0.06434461397420776,0.059304670442898555,0.056397139609983826,0.05203953693861252,0.047178755509177606,0.049142486920415784
Portfolio_04,0.28218399646332604,0.1116247839188177,0.08229902654129462,0.06598168503065804,0.059702914464550894,0.053031649840331374,0.051034744887888506
Portfolio_05,0.25582187730841355,0.08329965737619682,0.07733378368811616,0.07641347719637326,0.07531940386589886,0.0788461475295853,0.07805708232801145
