,p=1,p=2,p=3,p=4,p=5,p=6,p=7
Portfolio_01,0.23692463980508205,0.12996886536503638,0.08432784220924616,0.06843087095505929,0.055013431151245795,0.0474070476898939,0.04488637719353061
Portfolio_02,0.15736310517155805,0.11906510184804708,0.06282658985306055,0.054095242222780504,0.05088698089314092,0.043406334981093586,0.039702490060456674
Portfolio_03,0.2232685994842044,0.06206608254231749,0.05897099197763811,0.05322200822924483,0.04729442716606136,0.04455249689627827,0.04393148221824994
Portfolio_04,0.2846378463955461,0.11460514790229481,0.08351977029864655,0.06850129358032242,0.06074549284177688,0.053227009884278864,0.04941619892187288
Portfolio_05,0.24460428109899557,0.11539087481678367,0.06988771645262393,0.05082754861604155,0.040567144989851256,0.03237865524918615,0.030844790581978976
