,p=1,p=2,p=3,p=4,p=5,p=6,p=7
Portfolio_01,0.0175,0.1195,0.1868,0.2536,0.3124,0.3339,0.3752
Portfolio_02,0.0072,0.0123,0.076,0.1383,0.1596,0.1972,0.2171
Portfolio_03,0.0081,0.0466,0.0604,0.0643,0.0757,0.0918,0.0933
Portfolio_04,0.0061,0.0347,0.0732,0.1269,0.1655,0.2376,0.3101
Portfolio_05,0.0155,0.1587,0.1561,0.1789,0.1832,0.1634,0.1655
