,p=1,p=2,p=3,p=4,p=5,p=6,p=7
Portfolio_01,0.27347749589366965,0.22908901273329818,0.15053923212070197,0.12935703494178374,0.11719233178052801,0.11539001661239234,0.1112791899905794
Portfolio_02,0.2855148423095405,0.158651232584331,0.15604378462933122,0.1586926985541497,0.12373475349414642,0.12298477401145858,0.11027479480803415
Portfolio_03,0.15741650529370965,0.11636393686005286,0.08708927718674131,0.06003854162744926,0.055140555449935236,0.05573648327514358,0.047654168019452325
Portfolio_04,0.23893076051904405,0.1932543071509999,0.1520904915374558,0.13340473411098697,0.11731324884457928,0.1099853349575739,0.10142321803509613
Portfolio_05,0.17167539166812762,0.13834958209794723,0.11360284408566945,0.0926890476696578,0.08453685161422286,0.07645338994728967,0.0687851384636845
